shape_id,county_name,precinct_id,sen_red,sen_blue,con_red_districts,con_blue_districts,con_red_votes,con_blue_votes,sldu_red_districts,sldu_blue_districts,sldu_red_votes,sldu_blue_votes,sldl_red_districts,sldl_blue_districts,sldl_red_votes,sldl_blue_votes
1157,RICHMOND,10,1650,4290,08,08,1936,4136,25,25,1276,4752,,"048,066",,2343
1156,RICHMOND,11,3344,3014,08,08,4092,2574,25,25,2354,4334,,"048,066",,2662
1155,RICHMOND,12,6270,4466,08,08,6930,4092,25,25,6028,5126,,"048,066",,3740
1153,RICHMOND,13,1560,1310,08,08,1940,1080,25,25,1590,1490,,066,,2470
1144,RICHMOND,14,200,570,08,08,260,470,25,25,210,520,,066,,630
1154,RICHMOND,15,370,270,08,08,430,250,25,25,400,270,,066,,430
1151,RICHMOND,16,900,240,08,08,1100,130,25,25,890,390,,066,,760
1080,ROBESON,01,2040,2920,08,08,2160,2820,13,13,1580,3180,,"047,048",,2140
1073,ROBESON,02,2660,6160,08,08,2560,6180,13,13,1560,7200,,"047,048",,4220
1079,ROBESON,03,6930,2662,08,08,7678,2332,13,13,5390,4752,046,"046,047",5170,2464
1120,ROBESON,04,2619,1899,08,08,1998,2205,13,13,1350,2916,,047,,3645
1066,ROBESON,05A,5180,12320,08,08,6020,11180,13,13,3460,13860,,"047,048",,7270
1064,ROBESON,07,1500,3400,08,08,1720,3020,13,13,920,3900,,"047,048",,2010
1127,ROBESON,08,3430,1260,08,08,3530,1220,13,13,2720,2110,046,046,2610,2170
1129,ROBESON,09,3784,3806,08,08,4048,3740,13,13,3058,4774,046,"046,047",396,3113
1081,ROBESON,10,4176,4176,07,07,4056,4008,13,13,3960,4440,,"047,066",,2832
2687,ROBESON,11,19800,8778,08,08,21912,6776,13,13,12782,16258,046,"046,047",14982,6424
2686,ROBESON,11A,1404,1521,08,08,1539,1359,13,13,927,1971,,047,,2412
1125,ROBESON,12,5112,8532,08,08,6084,7596,13,13,4176,9540,046,"046,047,048",36,3588
1124,ROBESON,13,2223,1530,08,08,2448,1440,13,13,1386,2574,,047,,3078
1126,ROBESON,14,2618,2618,08,08,3146,2332,13,13,2112,3366,046,"046,047",0,2178
1070,ROBESON,15,760,3480,08,08,820,3500,13,13,540,3800,,"047,048",,1950
1122,ROBESON,16,81,2106,08,08,144,2052,13,13,45,2133,,048,,2025
1123,ROBESON,17,414,621,08,08,360,621,13,13,234,792,,048,,801
1128,ROBESON,18A,6358,4180,08,08,7348,3212,13,13,4224,6578,046,"046,047",1826,3432
1065,ROBESON,19,3520,14020,08,08,3520,14220,13,13,2900,14620,,"047,048",,7690
1071,ROBESON,20,4158,4158,08,08,4532,3674,13,13,2860,5500,046,"046,047",462,3124
2457,ROBESON,21,3597,3861,07,07,3619,3608,13,13,3575,4114,,066,,5159
1084,ROBESON,22,2412,2808,08,08,2367,2610,13,13,1674,3321,,047,,4572
1121,ROBESON,23,2862,3159,08,08,3150,2871,13,13,2160,3897,,047,,5256
1118,ROBESON,24,1071,945,08,08,936,981,13,13,639,1269,,047,,1575
1119,ROBESON,25,1530,1503,08,08,1512,1557,13,13,981,2043,,047,,2493
1074,ROBESON,26A,32816,82880,"07,08","07,08",17528,38136,13,13,26432,88256,,"047,048",,43960
1083,ROBESON,28,7436,7592,"07,08","07,08",3640,3276,13,13,5876,7644,,047,,10816
1063,ROBESON,29,3140,7520,08,08,3280,7280,13,13,2280,8380,,"047,048",,4370
2688,ROBESON,30,5412,5962,08,08,5346,5786,13,13,3630,7590,046,"046,047",814,4675
1078,ROBESON,32A,13940,11800,08,08,14820,11100,13,13,12500,12980,,"047,066",,8590
1082,ROBESON,33,660,814,07,07,605,792,13,13,572,968,,047,,1221
1130,ROBESON,34,1771,1474,07,07,1430,1518,13,13,1342,1903,,047,,2607
1075,ROBESON,35,2754,2205,08,08,2790,2034,13,13,1683,3051,,047,,4347
1072,ROBESON,36,5544,5292,08,08,5904,4572,13,13,3924,6768,046,"046,047,048",0,2628
1069,ROBESON,37,1720,460,08,08,1820,320,13,13,1290,870,046,046,1170,1020
1067,ROBESON,38,1300,1320,08,08,1340,1340,13,13,1000,1660,,"047,048",,970
1077,ROBESON,39,1539,1917,08,08,1476,1980,13,13,1035,2412,,047,,2943
1068,ROBESON,40,666,954,08,08,738,972,13,13,576,1152,,047,,1341
1076,ROBESON,41,12386,4774,08,08,12584,4466,13,13,8382,9020,046,"046,047",9658,3927
1876,ROCKINGHAM,DR,5220,3320,06,06,5640,3470,26,26,5530,3670,065,065,5960,3200
1872,ROCKINGHAM,EC,10760,7200,06,06,11730,7000,26,26,11040,7790,065,065,12390,6290
1874,ROCKINGHAM,ED-1,9660,6470,06,06,10720,6300,26,26,10090,7100,065,065,11400,5520
1878,ROCKINGHAM,HO,11330,6402,06,06,12408,6160,26,26,11638,6952,"065,091",065,6567,3542
1877,ROCKINGHAM,HU,12060,4090,06,06,12940,4180,26,26,12430,4530,065,065,13200,3510
1884,ROCKINGHAM,IR,8280,3270,06,06,8920,3110,26,26,8520,3460,065,065,9370,2520
2209,ROCKINGHAM,LI,11060,5770,06,06,11910,5870,26,26,11040,6840,065,065,12410,5240
1875,ROCKINGHAM,LK-2,9200,6440,06,06,10480,6260,26,26,9500,7260,065,065,10820,5770
1885,ROCKINGHAM,MA,9261,5643,06,06,10305,5463,26,26,9387,6480,091,,11448,
1871,ROCKINGHAM,MC,25916,22660,06,06,28292,22528,26,26,25872,24244,"065,091",065,16610,2926
2637,ROCKINGHAM,MS,12933,17172,06,06,14274,16956,26,26,13176,17937,091,,18576,
1886,ROCKINGHAM,NB,25718,8008,06,06,27852,8250,26,26,26092,9658,"065,091",065,14399,5324
1873,ROCKINGHAM,RC,15180,7800,06,06,16640,7590,26,26,15390,8830,065,065,17240,6620
2636,ROCKINGHAM,SE,9150,8430,06,06,9830,8280,26,26,9370,8720,065,065,10060,7890
2645,ROCKINGHAM,WS,14445,9504,06,06,16038,9720,26,26,15183,10494,091,,19134,
1284,ROWAN,01,5520,1110,08,08,6320,840,25,25,5490,1240,076,,6510,
1263,ROWAN,02,2241,2295,08,08,2610,2115,34,34,2493,2196,076,,3132,
1324,ROWAN,03,8010,1860,08,08,9110,1150,25,25,8000,1860,077,,9090,
1266,ROWAN,04,11124,3096,12,12,24345,4950,34,34,11988,2601,077,,12726,
2662,ROWAN,05A,10710,4130,08,08,12390,3380,25,25,10900,4180,076,,12810,
1326,ROWAN,07,3942,3222,05,05,4158,3321,34,34,4158,3213,077,,5040,
1269,ROWAN,08,8073,4059,12,12,18243,6741,34,34,8766,3717,077,,10080,
1322,ROWAN,09,6066,1179,08,08,6651,972,34,34,6363,1152,077,,6840,
1259,ROWAN,10,8055,2313,08,08,9351,1629,34,34,8802,2106,077,,9531,
2212,ROWAN,11,7182,4059,05,05,7875,3843,34,34,7992,3573,077,,9045,
2210,ROWAN,12,3240,3438,05,05,3483,3456,34,34,3591,3213,077,,4536,
1325,ROWAN,13,6060,1200,08,08,6780,910,25,25,6120,1200,076,,6830,
2664,ROWAN,14A,11061,5004,08,08,13041,3951,34,34,12375,4527,077,,13509,
1278,ROWAN,15,8982,3231,08,08,10125,2547,34,34,9720,2898,076,,10422,
1320,ROWAN,16,3582,2025,08,08,4104,1683,34,34,3672,1944,076,,4455,
1261,ROWAN,17,4320,2232,08,08,4887,1989,34,34,4482,2259,076,,5562,
1281,ROWAN,18,117,3267,12,12,477,6219,34,34,162,3249,076,,855,
2663,ROWAN,19A,10692,3672,08,08,12123,2907,34,34,11475,3384,076,,12429,
1262,ROWAN,21,6246,3681,05,05,6831,3699,34,34,7038,3375,077,,8244,
1283,ROWAN,22,2660,640,08,08,3020,440,25,25,2670,660,076,,2990,
1279,ROWAN,23,4710,970,08,08,5280,750,25,25,4710,1040,076,,5340,
1264,ROWAN,24,3789,1359,05,05,4203,1296,34,34,4158,1269,077,,4473,
1257,ROWAN,25,9830,2780,08,08,11130,2070,25,25,9890,2890,076,,11460,
1282,ROWAN,26,5720,1280,08,08,6590,910,25,25,5800,1400,076,,6710,
1258,ROWAN,27,3420,1638,05,05,3618,1638,34,34,3591,1575,077,,3933,
1288,ROWAN,28,3330,4806,12,12,7866,9189,34,34,3942,4590,077,,5049,
1267,ROWAN,29,3564,990,05,05,3672,1161,34,34,3690,1071,077,,4005,
1265,ROWAN,30,4104,2511,12,12,9081,4680,34,34,4545,2349,077,,5427,
1270,ROWAN,31,4383,2088,08,08,5103,1575,34,34,4779,1827,076,,5445,
1256,ROWAN,32,4563,2097,05,05,4788,2169,34,34,4968,1926,077,,5373,
1260,ROWAN,33,6050,1070,08,08,6750,840,25,25,6100,1120,076,,6800,
1268,ROWAN,34,3555,5193,12,12,8577,9072,34,34,3960,4842,077,,5193,
1289,ROWAN,35,1467,3447,12,12,3321,6426,34,34,1593,3393,076,,2178,
1280,ROWAN,36,3168,6516,12,12,7389,12375,34,34,3582,6237,076,,4977,
1285,ROWAN,38,2889,7353,12,12,7002,13815,34,34,3222,7128,076,,4977,
1287,ROWAN,39,3843,3852,05,05,4284,3492,34,34,4194,3519,077,,5265,
1290,ROWAN,40,5121,5796,05,05,5751,5202,34,34,5436,5418,077,,6921,
2211,ROWAN,41,4887,5526,05,05,5706,5004,34,34,5607,5067,077,,7119,
1286,ROWAN,42,36,3996,12,12,243,7686,34,34,99,3834,077,,864,
1321,ROWAN,44,6516,1611,12,12,13977,2835,34,34,6948,1458,077,,7317,
1323,ROWAN,45,2169,2700,05,05,2484,2574,34,34,2385,2601,077,,3321,
2214,RUTHERFORD,03A,6534,1791,10,10,7299,1593,47,,7236,,112,112,5697,3150
2221,RUTHERFORD,04A,5490,2637,10,10,6201,2349,47,,6570,,112,112,5364,3195
2217,RUTHERFORD,05A,5121,2718,10,10,5868,2538,47,,6381,,112,112,4707,3753
885,RUTHERFORD,06A,5634,3708,10,10,6192,3357,47,,6741,,112,112,5841,3699
2219,RUTHERFORD,09A,8379,3321,10,10,9351,3024,47,,9846,,112,112,7704,4806
2213,RUTHERFORD,10A,3627,1053,10,10,3879,945,47,,3915,,112,112,3645,1188
2215,RUTHERFORD,11,13257,5715,10,10,14922,5112,47,,15129,,112,112,11592,8577
886,RUTHERFORD,13,6723,7335,10,10,7893,6579,47,,8991,,112,112,6165,8496
888,RUTHERFORD,14,4311,3816,10,10,5229,3357,47,,5733,,112,112,3843,4815
2220,RUTHERFORD,16A,6840,2790,10,10,7272,2799,47,,7578,,112,112,6354,3699
890,RUTHERFORD,18,5202,3096,10,10,5679,2970,47,,6210,,112,112,5103,3537
2216,RUTHERFORD,19,3843,2088,10,10,4428,1800,47,,4653,,112,112,3636,2592
883,RUTHERFORD,27,8910,5922,10,10,10404,5040,47,,11259,,112,112,8721,6786
884,RUTHERFORD,28,3834,1890,10,10,4185,1791,47,,4554,,112,112,3798,2232
2218,RUTHERFORD,29,4347,2466,10,10,5094,1962,47,,5121,,112,112,3762,3285
887,RUTHERFORD,30,5661,5364,10,10,6741,4851,47,,7488,,112,112,5850,5733
889,RUTHERFORD,34,4041,1575,10,10,4401,1440,47,,4662,,112,112,3879,1998
2333,SAMPSON,AUTR,4008,1092,07,07,4008,984,10,10,4212,1092,022,022,3936,1212
1241,SAMPSON,CLCE,728,5278,07,07,962,4914,10,10,1092,4966,022,"021,022",78,2769
1234,SAMPSON,CLEA,6396,10764,07,07,6578,10452,10,10,7306,10244,022,"021,022",1976,6422
1254,SAMPSON,CLEM,4524,1608,07,07,4596,1476,10,10,4524,1764,022,022,4452,1716
1243,SAMPSON,CLNE,7852,4628,07,07,8242,4316,10,10,9204,4290,022,"021,022",7098,2717
1245,SAMPSON,CLSW,4654,3536,07,07,4836,3302,10,10,5590,3276,022,"021,022",4342,1924
1246,SAMPSON,CLWE,8372,4238,07,07,8944,3588,10,10,9542,3406,022,"021,022",8060,2223
1240,SAMPSON,GARL,1728,2088,07,07,1740,2028,10,10,1908,1968,022,022,1620,2160
1252,SAMPSON,GIDD,3900,5018,07,07,4394,4706,10,10,4394,4914,022,"021,022",2652,2782
1248,SAMPSON,HARR,2046,4455,07,07,2057,4356,10,10,2145,4257,,021,,5093
1255,SAMPSON,HERR,3444,528,07,07,3480,432,10,10,3372,624,022,022,3384,540
1249,SAMPSON,INGO,3744,3276,07,07,3744,3146,10,10,4082,3094,022,"021,022",3042,1924
1247,SAMPSON,KEEN,3288,1164,07,07,3396,1008,10,10,3708,1032,022,022,3216,1440
1242,SAMPSON,KFRK,3432,2772,07,07,3660,2664,10,10,4104,2424,022,022,3648,2640
1239,SAMPSON,LAKE,2520,5220,07,07,2532,5052,10,10,2880,4992,022,022,2268,5448
1253,SAMPSON,MING,8088,2244,07,07,8352,2136,10,10,8592,2208,022,022,8196,2436
1251,SAMPSON,NGRV,3408,1680,07,07,3384,1620,10,10,3684,1584,022,022,3396,1692
1244,SAMPSON,PLVW,9468,1668,07,07,9936,1476,10,10,10032,1572,022,022,9600,1740
1235,SAMPSON,ROSE,2400,996,07,07,2556,960,10,10,2616,1104,022,022,2484,1056
1250,SAMPSON,ROWA,7462,4498,07,07,7618,4446,10,10,8216,4264,022,"021,022",6994,2535
1237,SAMPSON,SBRG,2940,1140,07,07,3012,1104,10,10,3204,1164,022,022,2820,1428
1236,SAMPSON,TURK,4524,5772,07,07,4498,5642,10,10,5382,5148,022,"021,022",416,3952
1238,SAMPSON,WBRK,3912,1344,07,07,4092,1296,10,10,4356,1104,022,022,3876,1500
1942,SCOTLAND,01,4290,22968,08,08,5126,21934,25,25,3586,23518,,"048,066",,12287
1939,SCOTLAND,02,3124,15268,08,08,3806,14454,25,25,2860,15202,,"048,066",,8239
1934,SCOTLAND,03,16148,15972,08,08,19338,12980,25,25,13684,18458,,"048,066",,11341
1935,SCOTLAND,04,21582,19382,08,08,24244,16280,25,25,18634,22088,,"048,066",,13893
1940,SCOTLAND,05,3900,1980,08,08,4240,1700,25,25,3650,2340,,048,,3860
1941,SCOTLAND,06,1040,1470,08,08,1220,1320,25,25,920,1590,,048,,1940
1937,SCOTLAND,07,4680,9330,08,08,5160,8710,25,25,4290,9510,,048,,11330
1933,SCOTLAND,08,7326,4862,08,08,8162,4180,25,25,6336,6050,,"048,066",,4180
1936,SCOTLAND,09,8668,8162,08,08,9988,6996,25,25,7568,9372,,"048,066",,6105
1938,SCOTLAND,10,9064,9108,08,08,9482,8470,25,25,8646,9416,,"048,066",,6567
2549,STANLY,0002,1331,671,08,08,1694,627,25,25,1210,968,067,067,1364,1001
2555,STANLY,0003,3399,2508,08,08,4136,2024,25,25,2981,3124,067,067,2629,3641
2560,STANLY,0007,3311,2167,08,08,3905,1760,25,25,3047,2618,067,067,2827,3003
2558,STANLY,0008,242,4290,08,08,308,4246,25,25,198,4235,067,067,286,4169
2554,STANLY,0010,2167,1111,08,08,2607,913,25,25,2134,1408,067,067,1749,1947
2556,STANLY,0011,2706,1155,08,08,3135,1001,25,25,2684,1342,067,067,2244,2024
2551,STANLY,0012,1837,517,08,08,2112,297,25,25,1815,627,067,067,1551,924
2559,STANLY,0013,3608,858,08,08,4048,660,25,25,3520,1100,067,067,2970,1859
2550,STANLY,0014,2673,957,08,08,3113,759,25,25,2651,1133,067,067,2585,1320
1999,STANLY,0015,2519,1848,08,08,3069,1628,25,25,2365,2200,067,067,2112,2596
2557,STANLY,0016,1980,1221,08,08,2222,1133,25,25,1826,1485,067,067,1617,1815
2561,STANLY,0017,4103,1364,08,08,4653,1243,25,25,4037,1771,067,067,3432,2552
2001,STANLY,0018,2651,1342,08,08,3047,1122,25,25,2651,1375,067,067,2387,1815
2000,STANLY,0019,4334,1067,08,08,4895,836,25,25,4279,1364,067,067,4092,1771
2002,STANLY,0020,5742,1089,08,08,6424,935,25,25,5621,1386,067,067,5357,2013
1974,STANLY,0021,3894,605,08,08,4301,374,25,25,3663,869,067,067,3245,1496
2552,STANLY,0022,5148,1859,08,08,5709,1540,25,25,5159,2068,067,067,4829,2519
2553,STANLY,0023,7150,1331,08,08,7942,1056,25,25,6996,1826,067,067,6765,2244
2003,STANLY,0024,5929,1045,08,08,6534,682,25,25,5786,1188,067,067,5973,1276
1997,STANLY,0025,7414,1485,08,08,8228,1177,25,25,7260,1914,067,067,7678,1804
1973,STANLY,0026,4070,1551,08,08,4719,1298,25,25,3740,2090,067,067,3641,2486
1975,STANLY,0027,5016,2365,08,08,5918,1870,25,25,4961,2651,067,067,4433,3454
1998,STANLY,0028,2002,1738,08,08,2332,1529,25,25,1914,1925,067,067,1760,2189
472,STOKES,01,1593,567,06,06,1890,603,30,30,1782,594,091,,2052,
473,STOKES,02,3699,1710,06,06,3888,1773,30,30,3744,1728,091,,4554,
469,STOKES,03,3537,801,06,06,3744,855,30,30,3510,792,091,,3870,
477,STOKES,04,3771,891,06,06,4104,954,30,30,4023,927,091,,4509,
478,STOKES,05,1584,774,06,06,1683,864,30,30,1674,783,091,,1980,
476,STOKES,06,1701,549,06,06,1782,549,30,30,1701,558,091,,1899,
471,STOKES,07,1224,612,06,06,1332,648,30,30,1305,630,091,,1530,
475,STOKES,08,2781,819,06,06,2916,927,30,30,2907,882,091,,3285,
2229,STOKES,09,4149,1548,06,06,4437,1746,30,30,4455,1638,091,,5157,
468,STOKES,10,5778,1791,06,06,6219,1764,30,30,6003,1827,091,,6948,
470,STOKES,11,5706,1755,06,06,6192,1701,30,30,6021,1683,091,,6984,
467,STOKES,12,3969,1080,06,06,4293,1179,30,30,4158,1161,091,,4734,
474,STOKES,13,3591,810,06,06,3789,909,30,30,3708,882,091,,4167,
480,STOKES,14,4356,1512,06,06,4725,1665,30,30,4500,1755,091,,5292,
485,STOKES,15,3312,837,06,06,3519,918,30,30,3357,990,091,,3771,
484,STOKES,16,2088,1485,06,06,2268,1530,30,30,2187,1593,091,,2709,
483,STOKES,17,2682,1242,06,06,2943,1332,30,30,2808,1296,091,,3312,
482,STOKES,18,513,1062,06,06,621,999,30,30,576,1035,091,,738,
481,STOKES,19,2124,963,06,06,2277,1026,30,30,2232,990,091,,2556,
479,STOKES,20,2826,1080,06,06,3123,1044,30,30,2970,1080,091,,3474,
2564,SURRY,01,5530,1830,06,06,5630,2010,30,30,5440,1960,090,090,5240,2400
1147,SURRY,02,1130,1250,06,06,1350,1180,30,30,1220,1120,090,090,1310,1220
2571,SURRY,03,5490,2870,06,06,5780,3310,30,30,5700,3040,090,090,5830,3220
2566,SURRY,04,5250,3000,06,06,5490,3260,30,30,5300,3110,090,090,5630,3060
2222,SURRY,05,7340,1520,06,06,7500,1640,30,30,7380,1420,090,090,7680,1520
1134,SURRY,06,2900,2930,06,06,3120,2980,30,30,3140,2790,090,090,2830,3200
1136,SURRY,07,2720,2170,06,06,2760,2290,30,30,2990,1940,090,090,2520,2490
2565,SURRY,08,4770,2090,06,06,4960,2250,30,30,4980,1930,090,090,4390,2730
2223,SURRY,09,3280,1380,06,06,3580,1340,30,30,3450,1270,090,090,3370,1560
2225,SURRY,10,3430,750,06,06,3430,970,30,30,3440,850,090,090,3350,1000
2226,SURRY,11,3000,1660,06,06,3200,1680,30,30,3140,1600,090,090,3120,1740
1133,SURRY,12,3880,2890,06,06,4260,2830,30,30,4010,2750,090,090,4340,2800
1148,SURRY,13,2810,2560,06,06,3140,2280,30,30,3090,2130,090,090,3430,1970
1138,SURRY,14,4580,2780,06,06,4750,2710,30,30,4910,2390,090,090,5090,2400
2568,SURRY,15,3750,1960,06,06,3970,1810,30,30,3800,1890,090,090,3820,1960
2569,SURRY,16,3690,1250,06,06,3930,1250,30,30,3730,1280,090,090,3990,1270
2224,SURRY,17,2900,1100,06,06,3070,1190,30,30,3080,1010,090,090,3220,1080
2572,SURRY,18,5450,2250,06,06,6070,2160,30,30,5840,2130,090,090,6250,2030
2563,SURRY,19,5120,2680,06,06,5370,2620,30,30,5320,2530,090,090,5420,2630
1137,SURRY,20,2280,1640,06,06,2550,1570,30,30,2520,1450,090,090,2510,1510
2228,SURRY,21,5850,2490,06,06,6160,2590,30,30,6250,2370,090,090,6480,2160
2231,SURRY,22,3510,1640,06,06,3670,1850,30,30,3520,1790,090,090,3630,1810
2227,SURRY,23,4020,1460,06,06,3990,1740,30,30,4040,1520,090,090,3900,1790
2232,SURRY,24,2670,820,06,06,2790,970,30,30,2760,880,090,090,2800,970
2562,SURRY,25,4290,1970,06,06,4490,2140,30,30,4270,2060,090,090,4580,1990
2573,SURRY,26,6410,2470,06,06,6780,2530,30,30,6520,2360,090,090,6590,2610
2567,SURRY,27,4050,1520,06,06,4330,1530,30,30,4160,1570,090,090,4320,1570
2570,SURRY,28,3350,1190,06,06,3520,1160,30,30,3410,1100,090,090,3720,930
1135,SURRY,33,3430,2300,06,06,3560,2300,30,30,3640,2130,090,090,3660,2210
1891,SWAIN,ALARKA,2330,2050,11,11,2810,2130,50,50,2530,2390,119,119,2720,2190
1890,SWAIN,ALMOND,3590,2590,11,11,3900,2510,50,50,3670,2790,119,119,3790,2710
1888,SWAIN,BC1,5460,4770,11,11,6270,4680,50,50,5680,5280,119,119,6020,5210
1889,SWAIN,BC2,5130,5260,11,11,5610,5400,50,50,4950,6100,119,119,5520,5740
1887,SWAIN,WHCH,3940,4970,11,11,4700,4830,50,50,4160,5370,119,119,4250,5270
1588,TRANSYLVANIA,B1,3820,5310,11,11,4330,5210,48,48,4200,5290,113,113,4560,5030
1584,TRANSYLVANIA,B2,2660,4250,11,11,3070,4270,48,48,2800,4480,113,113,3170,4200
1583,TRANSYLVANIA,B3,4720,4950,11,11,5270,4650,48,48,4910,4920,113,113,5350,4650
1586,TRANSYLVANIA,B4,2900,4610,11,11,3440,4340,48,48,3280,4510,113,113,3390,4480
1579,TRANSYLVANIA,BD,6940,5010,11,11,7980,4880,48,48,7300,5520,113,113,8010,4750
1582,TRANSYLVANIA,CC,7120,4470,11,11,8000,4300,48,48,7400,4800,113,113,8410,3920
1590,TRANSYLVANIA,CM,2150,1910,11,11,2360,1850,48,48,2280,1890,113,113,2410,1820
1589,TRANSYLVANIA,DR,6990,6500,11,11,7570,6210,48,48,7380,6490,113,113,7760,6140
1591,TRANSYLVANIA,EF,2810,2340,11,11,3200,2200,48,48,2960,2420,113,113,3310,2090
1585,TRANSYLVANIA,LR,5280,2940,11,11,5790,2770,48,48,5540,3060,113,113,5910,2650
1580,TRANSYLVANIA,PF,3410,2340,11,11,3780,2350,48,48,3590,2510,113,113,3900,2210
1581,TRANSYLVANIA,RE,6490,2460,11,11,7240,2190,48,48,6570,2740,113,113,7650,1970
2694,TRANSYLVANIA,TC1,3150,870,11,11,3310,860,48,48,3100,1020,113,113,3390,780
2693,TRANSYLVANIA,TC7,5510,2480,11,11,6090,2300,48,48,5820,2540,113,113,6370,2020
1587,TRANSYLVANIA,WC,5500,4350,11,11,6050,3950,48,48,5660,4390,113,113,6140,3980
1390,TYRRELL,1,72,747,03,03,306,549,,03,,756,001,001,63,756
1389,TYRRELL,14,108,45,03,03,189,9,,03,,72,001,001,72,81
1394,TYRRELL,15,594,747,03,03,828,549,,03,,936,001,001,567,765
2406,TYRRELL,16,63,0,03,03,54,18,,03,,27,001,001,45,27
2405,TYRRELL,2,1665,1449,03,03,2277,1017,,03,,2187,001,001,1764,1359
2407,TYRRELL,3,360,270,03,03,450,207,,03,,333,001,001,315,279
676,UNION,001,632,1720,08,08,744,1600,35,,1000,,068,,912,
641,UNION,002,1736,3776,08,08,2040,3488,35,,2568,,068,,2408,
683,UNION,003,1440,2048,08,08,1712,1816,35,,2016,,068,,1904,
675,UNION,004,696,3200,08,08,688,3168,35,,1080,,069,,1064,
674,UNION,005,13280,8060,"08,09",08,7780,2340,35,,15660,,069,,15300,
678,UNION,006,4208,1520,08,08,4664,1152,35,,4608,,069,,4696,
670,UNION,007,16962,10230,"08,09",08,9427,7876,35,,20218,,055,055,17732,10582
679,UNION,008,2584,5032,08,08,3016,4696,35,,3824,,069,,3720,
2592,UNION,009,1584,3654,08,08,2016,3339,35,,2457,,055,055,1368,4086
682,UNION,010,1360,2896,08,08,1600,2632,35,,1920,,068,,1776,
653,UNION,011,7497,1521,08,08,8046,1197,35,,8073,,055,055,7254,1962
651,UNION,012,8109,1413,08,08,8721,1143,36,,8226,,055,055,8127,1710
680,UNION,013,7840,1200,08,08,8328,872,35,,8168,,069,,7936,
647,UNION,014,2480,1160,09,,3024,,35,,2952,,069,,2832,
650,UNION,015,8736,4816,09,,10360,,35,,10104,,069,,9856,
649,UNION,016,8808,4112,08,08,9552,3696,35,,9984,,069,,9536,
655,UNION,017A,15642,7164,09,,17856,,35,,17658,,"068,069",,8451,
2604,UNION,017B,10304,3840,09,,11240,,35,,11416,,068,,11120,
2605,UNION,018,7944,2640,09,,8376,,35,,8240,,068,,7912,
669,UNION,019,26060,12720,09,,30440,,35,,29780,,"055,068",055,14320,2680
654,UNION,020A,6384,4352,09,,7720,,35,,7608,,068,,7376,
638,UNION,020B,7880,3352,09,,8696,,35,,8720,,068,,8552,
637,UNION,021,15356,5016,"08,09",08,8679,462,35,,17160,,055,055,16038,5016
2233,UNION,022,9432,1296,09,,9918,,35,,9666,,055,055,9648,1278
672,UNION,023,5580,2799,08,08,6282,2232,35,,6561,,055,055,5589,2826
643,UNION,024,6057,1944,08,08,6597,1467,35,,6786,,055,055,6363,1746
642,UNION,025,4608,2196,08,08,5103,1827,35,,5202,,055,055,4527,2412
644,UNION,026,4554,1584,08,08,5022,1395,35,,5103,,055,055,4275,2133
2590,UNION,027,5274,1710,08,08,5733,1431,35,,5679,,055,055,4770,2538
2589,UNION,028A,10632,4912,09,,12112,,35,,11896,,068,,11680,
2394,UNION,028B,8696,2912,09,,9360,,35,,9080,,068,,9080,
2587,UNION,028C,8368,3088,09,,9184,,35,,9024,,068,,8888,
2311,UNION,028D,8616,4384,09,,9936,,35,,9728,,068,,9512,
656,UNION,029A,15282,13860,09,,19602,,35,,19350,,"068,069",,9549,
685,UNION,029B,3920,2072,09,,4688,,35,,4616,,068,,4496,
639,UNION,029C,10224,4608,09,,12330,,35,,11916,,"068,069",,5634,
648,UNION,030,8296,5256,08,08,9064,4568,35,,9792,,069,,9448,
640,UNION,031,14140,9500,"08,09",08,8370,1600,35,,16900,,068,,16200,
645,UNION,032,20240,7640,08,08,21600,6740,36,,22280,,"055,069",055,10680,2900
2234,UNION,033,6525,2835,09,,7236,,35,,7002,,055,055,6651,2718
677,UNION,034,8235,3753,08,08,9180,3006,35,,9747,,055,055,8055,4248
652,UNION,035,13160,5840,"08,09",08,7760,380,36,,14580,,069,,14500,
2591,UNION,036,4788,2322,08,08,5238,1953,35,,5229,,055,055,4086,3240
671,UNION,037A,18920,12540,"08,09",08,11300,300,35,,21940,,069,,21020,
684,UNION,037B,4832,1456,09,,5336,,36,,5088,,069,,4992,
668,UNION,038A,5200,3528,08,08,5704,3280,35,,6208,,069,,6072,
657,UNION,038B,5208,2904,08,08,5736,2456,35,,6240,,069,,6080,
681,UNION,039,5072,1456,08,08,5360,1296,35,,5336,,069,,5256,
646,UNION,040,22068,8082,09,,24354,,35,,23796,,"068,069",,11655,
2606,UNION,041,8984,3168,09,,9712,,35,,9568,,068,,9360,
673,UNION,042,7800,5180,"08,09",08,4560,3880,35,,9400,,068,,8920,
667,UNION,043,448,2512,08,08,584,2384,35,,864,,069,,776,
2638,VANCE,CC,30624,25828,"01,13","01,13",15246,13222,04,04,31152,24728,,032,,41228
2178,VANCE,EH1,513,7200,01,01,549,7200,04,04,567,7173,,032,,7479
2176,VANCE,HTOP,882,2421,01,01,900,2457,04,04,963,2403,,032,,2943
1863,VANCE,KITT,7812,7623,13,13,7866,7587,04,04,7632,7605,,032,,11043
2173,VANCE,MIDD,4887,8217,01,01,4878,8487,04,04,5040,8073,,032,,10467
