shape_id,county_name,precinct_id,sen_red,sen_blue,con_any_districts,con_red_votes,con_blue_votes,sldu_districts,sldu_red_votes,sldu_blue_votes,sldl_districts,sldl_red_votes,sldl_blue_votes,population,white_pop,black_pop,asian_pop,hispanic_pop,other_pop,median_age,median_income,education_pop,school_pop,diploma_pop,college_pop,graduate_pop,area_km2
1726,HALIFAX,BUTWD,76,73,1,70,75,4,69,73,27,,110,1398,219,754,15,43,366,11,7056,934,240,423,247,24,82
1727,HALIFAX,CONC,29,101,1,26,92,4,30,97,27,,87,1331,296,911,8,17,99,17,11963,1028,244,506,260,18,131
1751,HALIFAX,ENF 2,45,399,1,48,383,4,45,389,27,,356,2589,369,2117,39,21,43,22,16487,1793,558,767,448,20,167
2695,HALIFAX,ENF1,106,597,1,120,585,4,120,580,27,,590,2723,319,2326,49,0,29,21,16396,1837,584,759,475,18,161
1752,HALIFAX,FAUCT,245,139,1,215,183,4,216,178,27,,306,3258,1072,2044,26,78,38,34,21484,2212,481,1064,592,75,169
1753,HALIFAX,HAL,82,225,1,85,222,4,79,216,27,,224,2416,604,1637,10,27,139,33,21566,1834,438,846,500,50,189
1754,HALIFAX,HOL,73,662,1,58,684,4,55,675,27,,591,2739,300,1474,33,92,840,19,12216,1799,486,818,455,39,168
2696,HALIFAX,HPR,175,254,1,166,255,4,179,242,27,,242,3321,873,2198,1,228,22,30,21414,2505,849,1168,463,26,241
1755,HALIFAX,LIT 1,112,441,1,110,407,4,116,395,27,,371,2479,1228,1142,0,13,96,32,25203,1946,340,788,714,104,98
1756,HALIFAX,LIT 2,395,220,1,387,231,4,400,207,27,,415,1545,767,710,0,8,59,21,16060,1213,212,491,445,66,62
1757,HALIFAX,RINGW,44,485,1,43,474,4,47,466,27,,261,2022,192,1079,25,69,656,13,8725,1326,363,600,335,28,125
1758,HALIFAX,RR 10,542,303,1,505,357,4,512,340,27,,738,3993,2713,1084,51,133,13,34,34614,2611,382,877,1122,230,5
1759,HALIFAX,RR 11,502,240,1,471,281,4,487,259,27,,585,3395,1612,1510,17,65,191,29,22845,2304,489,1021,657,137,27
1760,HALIFAX,RR 3,248,119,1,242,143,4,243,136,27,,317,1556,1022,471,17,37,8,11,10983,1002,194,418,343,46,2
1761,HALIFAX,RR 4,278,102,1,261,134,4,260,125,27,,324,892,667,185,6,31,3,7,7606,587,57,181,280,69,1
1762,HALIFAX,RR 5,203,73,1,192,100,4,186,108,27,,235,1394,901,433,15,35,9,10,9998,897,176,373,307,41,2
1763,HALIFAX,RR 6,233,78,1,222,95,4,214,92,27,,256,1008,600,353,21,31,3,10,8914,654,136,243,242,33,1
1792,HALIFAX,RR 7,65,194,1,70,198,4,65,197,27,,205,2196,1077,952,4,95,69,21,18901,1426,322,568,467,69,5
1793,HALIFAX,RR 8,177,139,1,157,162,4,157,157,27,,274,1306,722,509,33,39,4,14,11667,844,203,328,286,26,2
1794,HALIFAX,RR 9,185,462,1,176,447,4,171,451,27,,473,3911,1823,1767,17,86,218,34,27151,2647,568,1163,760,156,31
2697,HALIFAX,RR1-2,256,116,1,248,135,4,242,138,27,,311,3075,2134,812,28,88,13,22,23544,1997,308,744,795,150,4
2698,HALIFAX,SN,281,705,1,276,676,4,329,636,27,,583,1697,446,1123,0,115,13,15,11005,1281,433,598,238,13,124
1795,HALIFAX,WEL 1,49,247,1,51,246,4,52,238,27,,218,1405,424,969,0,7,4,20,11561,992,256,356,328,52,26
1796,HALIFAX,WEL 2,81,107,1,76,115,4,77,110,27,,148,397,120,274,0,2,1,6,3268,280,72,101,93,15,7
1797,HALIFAX,WEL 3,167,376,1,154,397,4,157,390,27,,462,1359,424,900,4,18,13,18,10425,950,228,392,289,42,47
220,HARNETT,PR01,935,562,2,974,583,12,951,607,53,916,641,15633,9206,3330,334,1962,801,123,209347,9235,903,3141,4432,760,152
258,HARNETT,PR07,1025,644,2,1066,671,12,1012,719,51053,670,422,18590,11668,3689,356,1585,1292,99,175544,11118,752,3544,5682,1140,167
221,HARNETT,PR08,959,558,2,1021,571,12,904,697,53,973,617,10970,7442,1574,17,1622,315,135,187827,7165,1227,2770,2859,310,75
223,HARNETT,PR16,661,470,2,694,498,12,656,523,51,573,609,13443,7266,3088,268,2116,705,57,87928,7313,654,2597,3638,423,174
215,HARNETT,PR20,291,469,4,276,509,12,278,503,53,277,507,4286,1875,2003,1,206,202,36,44004,2807,428,1182,1113,85,129
217,HARNETT,PR23,608,393,4,581,473,12,567,491,51,401,664,8845,5897,1479,18,1179,272,73,80341,5851,1339,2429,1868,214,246
216,HARNETT,PR24,1142,380,2,1223,389,12,1095,512,53,1137,478,11603,8188,1138,36,1834,407,78,87071,7680,1318,3086,2899,377,138
218,HARNETT,PR25,558,627,2,625,584,12,559,633,53,583,629,6799,3243,2500,25,691,339,73,51348,4737,1080,1942,1490,225,53
222,HARNETT,PR26,792,381,2,869,376,12,785,443,53,705,545,6339,4644,1000,15,560,120,46,39387,4423,838,1797,1576,211,48
2236,HARNETT,PR28,1221,382,2,1265,396,12,1167,468,51,1066,579,8494,6656,776,18,925,120,72,114672,5617,587,2170,2476,384,166
219,HARNETT,PR29,851,484,2,955,432,12,839,529,53,833,553,6828,4089,1868,22,737,111,51,42101,4604,893,1699,1734,278,38
2699,HARNETT,PR31,187,219,4,188,239,12,179,248,53,193,235,5066,2570,1927,60,351,159,37,31059,3779,764,1621,1180,214,71
2646,HARNETT,PR32,521,258,2,552,276,12,487,336,53,499,330,7546,5426,981,181,786,172,68,89721,3809,444,1214,1656,495,84
2524,HAYWOOD,AC,449,343,11,500,323,50,423,405,119,428,399,4317,4105,36,93,75,8,46,37502,3694,714,1456,1193,330,56
2527,HAYWOOD,BC,7,4,11,8,5,50,7,6,118,7,6,1129,1084,0,0,38,7,13,14580,770,81,260,347,81,289
279,HAYWOOD,BE-1,273,146,11,306,143,50,260,190,118,261,188,1922,1792,7,0,107,16,30,34427,1306,199,501,557,49,11
893,HAYWOOD,BE-2,203,200,11,241,196,50,196,241,118,206,223,1604,1487,3,0,98,16,12,13303,1152,169,497,446,40,19
284,HAYWOOD,BE-3,433,277,11,512,268,50,451,328,118,449,322,2696,2498,5,0,164,29,19,20491,1946,282,855,745,65,34
288,HAYWOOD,BE-4,368,227,11,427,204,50,374,257,118,356,272,1739,1613,3,0,106,18,12,13206,1256,182,552,480,42,22
285,HAYWOOD,BE-7,319,146,11,362,125,50,313,174,118,311,172,1568,1376,52,0,32,109,17,14530,1079,140,368,504,67,21
283,HAYWOOD,BE56,319,388,11,378,373,50,315,437,118,326,422,2344,1983,107,0,38,215,28,22420,1549,202,493,742,111,11
2525,HAYWOOD,CE,109,41,11,116,37,50,98,56,118,101,49,3086,2935,0,16,115,20,36,36839,2349,283,841,948,278,141
891,HAYWOOD,CL-N,477,370,11,539,347,50,445,443,118,477,406,2757,2508,21,0,177,51,19,14325,1918,352,587,837,141,18
282,HAYWOOD,CL-S,481,397,11,562,381,50,482,468,118,489,444,2742,2495,27,2,162,56,25,21858,1906,325,588,833,160,21
287,HAYWOOD,CR,377,345,11,420,334,50,356,412,118,370,382,2569,2404,11,0,108,45,26,16655,1848,291,604,815,138,89
281,HAYWOOD,EF,299,149,11,325,147,50,298,177,118,289,183,3909,3682,27,0,114,86,34,33787,2913,375,1117,1293,128,125
280,HAYWOOD,FC-1,162,141,11,179,133,50,154,160,118,150,157,2269,2204,0,0,30,35,32,20172,1697,208,608,755,127,162
290,HAYWOOD,FC-2,54,32,11,57,31,50,49,38,118,48,39,127,124,0,0,2,2,2,1106,96,12,34,43,7,9
286,HAYWOOD,HA,145,189,11,177,183,50,162,211,119,153,219,209,199,1,3,4,1,3,2013,177,29,66,64,19,3
892,HAYWOOD,ID,215,204,11,229,205,50,203,236,119,216,224,993,966,0,0,23,4,11,10842,737,60,244,332,101,26
2521,HAYWOOD,IH,861,628,11,944,603,50,835,718,118119,709,606,4319,4125,20,74,59,42,66,54765,3481,252,1165,1645,418,100
2528,HAYWOOD,JC,662,533,11,759,505,50,679,592,118,665,590,2717,2624,0,0,81,11,31,33311,1922,172,638,868,244,73
277,HAYWOOD,LJ,404,518,11,452,486,50,341,604,119,366,581,1970,1891,8,1,57,13,21,23206,1450,111,456,654,229,15
2523,HAYWOOD,P,733,372,11,807,339,50,706,448,118,733,406,1208,1144,4,3,40,16,12,12597,911,113,337,384,77,48
278,HAYWOOD,PC,281,153,11,322,139,50,293,171,118,288,172,600,547,11,0,15,26,6,5531,432,56,157,195,24,14
2520,HAYWOOD,SA,488,392,11,536,393,50,464,475,119,482,449,2730,2613,7,23,63,24,41,31394,2272,282,775,931,283,38
289,HAYWOOD,WC,110,170,11,125,165,50,97,201,119,104,190,482,426,11,6,31,8,9,7151,344,57,95,149,43,2
2519,HAYWOOD,WE,318,375,11,366,347,50,275,449,119,291,433,1940,1747,40,5,87,61,25,25923,1354,183,396,595,179,19
275,HAYWOOD,WO,63,65,11,67,72,50,62,76,118,62,71,820,787,0,0,27,5,10,10504,560,59,190,253,59,31
2522,HAYWOOD,WS-1,477,536,11,534,495,50,416,630,119,426,614,2120,1944,28,23,110,14,44,32106,1635,209,470,738,218,16
2526,HAYWOOD,WS-2,369,432,11,416,408,50,330,504,119,339,496,2391,2194,66,48,52,30,42,46816,1757,168,494,881,215,10
276,HAYWOOD,WW,324,307,11,368,291,50,283,380,119,314,343,1883,1734,25,14,92,17,32,26095,1395,170,409,621,195,11
2198,HENDERSON,AR,376,220,11,403,212,48,370,248,113,400,199,1285,1023,47,2,199,15,17,12330,977,147,363,388,79,4
2196,HENDERSON,AT,1000,506,11,1082,469,48,1007,545,113,1063,463,4271,4000,20,4,194,52,61,58883,3412,305,983,1655,468,38
2530,HENDERSON,BC,211,163,11,226,158,48,224,162,117,235,,1817,1467,29,0,238,82,15,20159,1268,210,458,521,79,54
1554,HENDERSON,BK,199,176,11,221,169,48,197,195,117,223,,1841,1376,59,61,282,63,18,18546,1375,223,469,552,131,7
1560,HENDERSON,CB,362,163,11,389,168,48,379,175,113,391,161,2430,2390,8,1,31,2,40,41928,1903,195,518,975,216,57
1516,HENDERSON,CC,850,388,11,910,371,48,797,490,117,906,,4855,3520,123,34,1054,123,69,46929,3515,698,1443,1133,241,40
2716,HENDERSON,CV,195,132,11,210,125,48,192,145,117,276,,99,73,3,0,23,0,1,508,69,11,26,28,4,0
2529,HENDERSON,ED,620,296,11,679,278,48,607,350,117,692,,4435,3395,40,54,707,239,32,37783,3008,596,1044,1211,157,83
1567,HENDERSON,EF,553,243,11,584,248,48,528,304,113,582,231,3012,2378,103,12,488,31,44,25228,2603,588,947,934,135,16
1564,HENDERSON,ES,508,340,11,573,329,48,505,399,113,555,337,3179,3090,13,24,51,0,45,43325,2534,148,816,1138,431,34
1557,HENDERSON,EV,793,447,11,858,418,48,758,517,113,851,406,3363,3256,0,57,50,0,30,25441,2527,151,871,1206,299,18
1517,HENDERSON,FL,857,740,11,963,698,48,897,762,117,998,,5309,4933,71,39,164,103,44,55683,3886,187,1380,1963,357,14
1558,HENDERSON,FR,1169,664,11,1206,636,48,1163,694,113,1208,610,3393,3192,14,10,101,76,52,52014,2769,150,616,1547,456,20
1568,HENDERSON,GM,367,161,11,387,153,48,356,189,117,395,,2909,2330,91,15,413,61,27,26726,2009,237,746,859,167,9
1555,HENDERSON,GR,785,276,11,826,266,48,767,324,113,821,253,3504,3331,63,7,86,17,40,40350,2663,380,899,1100,284,113
1515,HENDERSON,HC,845,437,11,898,410,48,816,488,117,887,,5076,4441,243,194,157,42,41,52648,3681,375,1287,1722,296,46
1563,HENDERSON,HS,738,461,11,803,432,48,741,495,113,793,419,3345,2980,107,12,177,70,50,46910,2705,170,858,1235,443,22
1553,HENDERSON,HV-1,517,576,11,584,541,48,533,593,117,748,,1918,1209,337,26,203,144,32,26508,1397,168,422,647,161,3
2199,HENDERSON,HV-2,380,456,11,417,438,48,378,490,117,504,,3735,2483,481,33,583,156,51,37421,2597,382,917,1076,222,7
2197,HENDERSON,HV-3,432,550,11,506,513,48,466,564,117,594,,2300,1568,292,67,268,106,33,26565,1593,276,505,671,141,3
1561,HENDERSON,LJ,598,439,11,659,417,48,562,515,117,768,,3062,2823,129,109,1,0,59,53809,2566,102,615,1360,489,8
2532,HENDERSON,LP,500,452,11,539,430,48,489,487,117,671,,1982,1783,40,18,121,20,36,37801,1549,92,329,813,315,7
1569,HENDERSON,MG,235,127,11,245,133,48,234,150,117,252,,1455,1075,46,0,329,5,10,7692,1013,165,388,403,57,5
1570,HENDERSON,NB,918,386,11,989,383,48,909,464,117,1000,,5758,4237,61,68,1102,289,34,37635,3834,713,1443,1505,172,43
1571,HENDERSON,NE,386,281,11,424,266,48,383,309,117,450,,2747,1945,125,10,617,50,25,20070,1910,298,721,770,121,9
2344,HENDERSON,NM,836,478,11,906,447,48,811,548,117,940,,3945,3770,81,21,46,26,48,71403,2817,163,945,1199,510,101
1562,HENDERSON,NW,440,306,11,474,315,48,437,356,117,523,,2898,2194,60,45,426,173,32,37489,2069,293,686,941,148,7
1556,HENDERSON,PR,626,357,11,678,335,48,618,405,117,701,,3759,2723,117,110,670,140,40,40103,2741,426,981,1087,248,17
1565,HENDERSON,PV,625,430,11,680,409,48,611,476,117,741,,2112,1813,90,9,137,63,28,24636,1696,111,567,778,239,9
1519,HENDERSON,RG,666,351,11,742,313,48,649,409,117,794,,3398,3121,129,0,130,17,30,30132,2305,156,862,1030,257,10
1566,HENDERSON,RR,240,185,11,256,175,48,256,177,113,264,163,867,841,14,2,7,3,9,10109,645,88,220,266,72,32
1518,HENDERSON,SB,790,283,11,835,273,48,762,344,117,842,,5221,3839,49,70,990,274,30,33837,3465,659,1281,1371,154,41
1552,HENDERSON,SE,289,126,11,302,129,48,273,156,117,285,,2618,2000,98,1,501,17,28,19877,1882,286,732,734,130,7
1559,HENDERSON,SM,1017,520,11,1111,483,48,963,640,117,1145,,5034,4657,0,11,77,290,46,60146,3502,257,1269,1670,306,73
2531,HENDERSON,SW,655,418,11,713,395,48,661,452,117,767,,2683,2366,50,12,196,57,33,29384,2096,219,630,985,263,7
761,HERTFORD,A1,225,370,1,199,401,3,,404,5,175,424,1251,475,685,9,38,45,14,10442,876,195,362,280,38,25
763,HERTFORD,A2,265,339,1,250,353,3,,405,5,205,404,4337,1779,2261,31,109,157,53,39170,2997,652,1230,976,138,78
764,HERTFORD,A3,28,426,1,27,423,3,,386,5,17,440,1309,362,844,4,59,41,13,7924,918,241,383,267,27,24
759,HERTFORD,BR,14,153,1,18,149,3,,151,5,16,154,854,282,519,12,9,32,5,3672,522,75,174,224,49,36
754,HERTFORD,CM,69,90,1,66,95,3,,106,5,66,98,2928,968,1779,40,30,110,16,12602,1789,259,597,767,167,123
755,HERTFORD,CO,31,150,1,26,160,3,,157,5,24,164,1122,260,734,9,67,53,7,5972,870,192,366,281,31,52
762,HERTFORD,HV,105,162,1,96,170,3,,184,5,76,191,4153,990,2710,29,239,186,30,22549,3177,719,1335,1012,112,175
760,HERTFORD,M1,251,607,1,222,629,3,,627,5,205,654,721,238,438,10,8,27,4,3101,440,64,147,189,41,30
758,HERTFORD,M2,92,286,1,85,305,3,,313,5,68,321,2218,731,1349,30,24,84,12,9561,1359,198,455,581,126,93
766,HERTFORD,ML,150,59,1,126,83,3,,96,5,109,98,874,399,388,0,25,62,9,9891,601,121,209,259,13,48
765,HERTFORD,SJ,79,203,1,68,215,3,,212,5,60,222,1979,903,877,0,58,141,21,22398,1361,273,473,586,30,108
757,HERTFORD,UN,109,157,1,94,177,3,,183,5,85,187,1229,505,612,6,34,72,12,11397,842,161,305,342,33,58
756,HERTFORD,WN,79,171,1,76,178,3,,172,5,78,174,1379,320,902,10,82,65,9,7345,1070,236,450,345,39,64
256,HOKE,01,50,72,7,48,70,21,,104,48,,106,1808,542,615,39,243,370,16,13173,1135,322,444,335,34,62
257,HOKE,02,195,437,7,171,422,21,,548,48066,,359,3295,766,973,82,327,1147,30,23088,1981,590,839,498,54,91
324,HOKE,03,95,255,7,98,211,21,,265,48,,282,2021,836,678,13,263,231,17,16528,1370,308,549,474,38,80
328,HOKE,04,217,178,2,229,177,21,,249,48066,,133,2385,1086,766,1,187,344,17,17736,1660,309,708,585,58,61
321,HOKE,05,286,318,2,316,313,21,,432,48066,,245,2936,1319,948,4,255,409,22,22233,2034,390,859,717,69,253
2713,HOKE,06B,596,649,2,632,641,21,,867,66,,836,6150,2926,1820,68,884,451,16,30850,3806,383,1128,2020,274,24
323,HOKE,12,737,452,2,766,455,21,,730,66,,699,6454,3256,1725,138,912,423,21,38639,3933,299,1276,2182,175,29
322,HOKE,13,299,219,2,312,220,21,,325,48066,,283,3084,1053,678,10,118,1224,28,25317,2016,411,977,586,42,86
2261,HOKE,14,414,633,2,454,620,21,,763,66,,742,2997,1172,1116,40,423,246,10,16954,1736,110,522,1040,65,205
2262,HOKE,15,229,370,2,246,364,21,,444,66,,434,4662,2288,1310,77,665,323,14,25743,2862,251,890,1556,164,20
325,HOKE,61,218,518,7,231,433,21,,563,48,,577,2453,755,1153,35,292,218,18,11882,1458,374,441,570,73,12
320,HOKE,62,166,207,7,153,177,21,,267,48,,273,967,299,472,14,119,62,7,4455,572,147,165,230,30,3
2292,HOKE,63,227,804,2,267,761,21,,854,48066,,844,8693,3653,3005,113,1234,687,27,47605,5146,387,1545,2966,247,44
327,HOKE,64,278,460,7,275,401,21,,582,48,,590,1923,694,752,21,221,236,15,12381,1229,291,451,439,48,40
326,HOKE,65,8,398,7,17,339,21,,368,48,,374,1387,430,677,20,171,89,10,6391,821,211,237,330,43,4
599,HYDE,BM,103,15,3,113,13,1,92,29,6,87,34,1084,635,382,4,58,5,8,8183,790,163,318,294,15,301
601,HYDE,ENG,118,141,3,208,70,1,97,181,6,113,166,1056,618,372,4,56,5,8,7958,769,159,309,287,15,294
602,HYDE,FF,88,75,3,132,49,1,70,108,6,58,117,817,479,288,3,44,4,6,6157,596,123,240,222,11,228
605,HYDE,LL,60,142,3,116,89,1,48,158,6,59,146,909,532,320,4,49,4,7,6850,663,137,267,247,13,253
600,HYDE,OCK,67,217,3,154,135,1,55,249,6,33,269,115,67,41,0,6,1,1,866,84,17,34,31,2,32
603,HYDE,SLAD,106,61,3,132,41,1,106,65,6,84,84,883,517,311,3,47,4,7,6653,644,133,259,240,12,246
604,HYDE,SQ,114,80,3,173,29,1,87,107,6,85,106,833,488,294,3,44,4,6,6275,607,125,244,226,12,232
921,IREDELL,BA,1152,525,9,1393,,34,1185,527,95,1364,,9006,7309,1152,54,304,188,84,111047,6104,766,2500,2510,328,77
919,IREDELL,BE,1708,717,9,2010,,34,1737,727,84,1863,655,7548,6280,511,35,577,146,79,100731,5000,637,2168,1889,306,67
943,IREDELL,CC1,1409,917,9,1801,,44,1756,,95,1765,,6392,5170,495,360,281,86,52,87263,4371,354,1448,2143,425,18
945,IREDELL,CC2,1144,907,9,1487,,44,1431,,95,1437,,8843,5925,1415,290,1036,177,66,95178,5606,757,1917,2635,297,29
947,IREDELL,CC3,1862,1159,9,2353,,44,2276,,95,2265,,10920,8887,957,224,574,279,108,185476,6977,568,2487,3441,481,46
2535,IREDELL,CC4,1389,770,9,1708,,44,1654,,95,1662,,8512,6888,490,625,382,127,68,119519,5753,367,1616,3034,738,28
925,IREDELL,CD,1518,520,9,1761,,34,1520,533,84,1611,521,7032,5520,498,164,695,155,63,76281,4550,660,1949,1686,255,90
949,IREDELL,CH-A,652,463,5,711,456,34,666,465,84,730,414,4704,3273,687,84,535,124,72,94926,3213,435,1224,1301,253,55
928,IREDELL,CH-B,616,292,509,601,73,34,624,324,95,730,,4183,3137,446,65,450,85,61,72690,2779,506,1281,875,117,61
918,IREDELL,CS,759,387,5,822,412,34,791,389,84,856,355,4829,3768,665,39,294,63,52,61345,3387,491,1267,1380,248,78
946,IREDELL,DV1-A,2024,723,9,2310,,44,2235,,95,2245,,10581,8949,415,472,520,223,100,176113,7010,399,2118,3730,763,35
944,IREDELL,DV1-B,3024,1124,9,3422,,44,3281,,95,3323,,9905,9176,101,109,447,72,100,255355,6826,276,1140,4054,1356,26
2533,IREDELL,DV2-A,1382,458,9,1558,,44,1520,,95,1539,,4768,4122,111,178,281,77,71,132018,3369,224,811,1897,437,12
2534,IREDELL,DV2-B,1245,569,9,1453,,44,1401,,95,1400,,4728,4186,142,243,118,39,61,125839,3333,182,752,1805,594,21
924,IREDELL,EM,370,125,5,395,135,34,384,129,84,369,152,2870,2143,201,0,518,8,29,25621,1866,477,883,457,48,99
948,IREDELL,FT,2214,1000,9,2666,,44,2559,,84,2427,906,8817,7862,479,129,196,151,93,133986,5915,519,2142,2679,575,79
927,IREDELL,NH,446,118,5,481,119,34,455,120,84,452,144,1945,1831,42,0,72,0,31,29718,1533,217,712,559,46,94
920,IREDELL,OL,498,127,9,560,,34,495,144,84,532,132,2302,2041,124,3,117,17,27,29944,1605,293,713,546,53,77
922,IREDELL,SB,681,201,9,785,,34,674,201,84,766,158,2571,2442,85,7,37,0,28,30821,1799,417,687,626,68,89
941,IREDELL,SH-A,991,341,9,1188,,44,1126,,84,1067,355,5473,4130,704,313,262,64,81,78737,4061,618,1991,1220,232,79
935,IREDELL,SH-B,957,308,9,1160,,44,1106,,84,1035,311,4593,3972,331,19,159,112,73,80253,3201,577,1538,996,89,55
938,IREDELL,ST1,1088,656,5,1191,621,44,1267,,84,1219,574,4104,2400,1332,124,242,7,47,66955,2670,327,964,1183,196,11
942,IREDELL,ST2,653,524,5,729,510,44,849,,84,772,456,5235,3325,1183,38,612,77,42,37592,3705,624,1246,1538,298,12
936,IREDELL,ST3,459,740,5,550,699,44,693,,84,564,666,4913,2356,1706,30,682,138,60,51679,3141,854,1285,896,106,23
940,IREDELL,ST4,759,623,5,857,602,44,969,,84,888,547,4065,2383,1032,19,565,67,33,34297,2719,492,894,1049,284,10
939,IREDELL,ST5,607,679,5,698,642,44,809,,84,731,588,5134,2300,1969,46,662,156,42,39567,3250,807,1093,1090,260,12
937,IREDELL,ST6,478,813,5,575,761,44,729,,95,721,,5995,2692,2412,59,745,86,73,72166,3775,870,1512,1232,161,28
923,IREDELL,TB,600,373,5,686,370,34,645,377,84,703,349,2956,2365,236,0,309,45,36,40015,2023,281,1041,647,54,93
926,IREDELL,UG,567,141,5,604,154,34,568,165,84,551,204,1798,1583,65,0,149,1,26,24174,1347,228,632,449,38,80
2265,JACKSON,BCK,308,209,11,329,214,50,318,227,119,319,224,3238,2906,72,12,112,135,24,27224,2314,352,816,904,243,61
753,JACKSON,CAN,97,78,11,99,87,50,98,83,119,94,90,1420,1295,13,0,103,8,20,16044,1073,112,378,469,114,167
746,JACKSON,CAS,609,271,11,667,237,50,637,266,119,626,269,2443,2298,0,0,129,16,48,50614,1874,72,551,904,347,156
749,JACKSON,CFK,124,130,11,142,124,50,120,144,119,119,145,1083,993,11,0,75,5,15,11945,817,82,288,363,85,131
751,JACKSON,CUL,489,787,11,559,779,50,487,858,119,490,855,4565,3925,218,40,271,112,16,16802,1912,177,618,802,316,80
752,JACKSON,GCK,221,240,11,252,234,50,234,253,119,241,245,1184,1064,10,6,64,39,10,10456,862,125,370,312,55,32
747,JACKSON,GLV,480,199,11,527,179,50,495,204,119,486,214,5304,4516,152,23,479,133,54,47827,2957,402,1023,1056,477,166
745,JACKSON,QUA,488,500,11,545,513,50,518,539,119,526,531,6541,2775,73,152,233,3307,40,33113,4445,474,1919,1721,331,154
748,JACKSON,RIV,171,144,11,181,151,50,177,155,119,164,164,1960,1678,77,12,146,47,13,11161,938,110,324,356,148,57
750,JACKSON,SAV,294,215,11,313,215,50,279,250,119,298,219,2238,2012,19,11,121,74,18,19771,1630,237,699,589,104,60
2266,JACKSON,SCC,318,366,11,348,364,50,325,396,119,321,393,2365,2123,17,6,55,164,53,44377,1735,222,576,768,169,101
2263,JACKSON,SND,480,680,11,541,676,50,490,740,119,509,718,3312,2963,90,16,101,143,24,27960,2332,350,738,957,287,50
2264,JACKSON,SSW,473,662,11,522,670,50,475,725,119,484,709,3183,2790,86,52,157,97,26,31211,2106,240,526,1025,315,30
2267,JACKSON,WEB,363,566,11,413,551,50,349,621,119,342,623,1973,1712,73,22,112,53,10,11832,1027,111,323,447,147,27
1407,JOHNSTON,PR04,366,182,7,402,167,10,375,188,28,445,,2762,1985,279,0,388,110,21,16690,2034,641,726,600,67,138
1406,JOHNSTON,PR07,886,301,7,954,249,10,801,450,28,1006,,4490,3811,431,15,194,39,26,28699,3037,630,1275,1070,62,98
1404,JOHNSTON,PR08,691,162,7,742,128,10,661,241,28,764,,3434,2626,487,14,264,43,24,24242,2273,504,1009,711,49,77
1398,JOHNSTON,PR09,1318,688,7,1397,600,1011,1303,112,26,1579,,7174,4272,1659,34,998,211,28,38588,4650,661,1819,1958,212,39
2273,JOHNSTON,PR10A,472,601,7,521,563,11,643,,26,682,,3475,2030,932,19,419,76,15,20063,2273,220,856,1071,125,12
2272,JOHNSTON,PR10B,637,312,7,684,271,11,723,,26,737,,6253,4250,1442,29,403,129,27,40598,4166,280,1526,2031,330,23
2649,JOHNSTON,PR11A,675,536,7,709,495,1011,446,383,26,854,,3490,2413,630,34,344,69,13,23641,2149,184,811,1076,79,20
2648,JOHNSTON,PR11B,1058,805,7,1094,754,1011,1270,11,26,1338,,4266,3083,776,18,252,136,16,27757,2765,181,931,1411,242,18
2276,JOHNSTON,PR12A,1111,620,7,1150,588,1011,862,493,26,1332,,5542,4188,791,19,377,167,18,34712,3509,202,1238,1776,293,25
2277,JOHNSTON,PR12B,984,654,7,1040,588,10,1018,647,26,1249,,5118,4056,648,0,408,6,14,28182,3295,78,1532,1442,244,24
1403,JOHNSTON,PR13,752,284,7,830,231,1012,725,263,28,881,,4560,3744,330,56,309,122,27,35352,3109,384,1235,1291,199,65
1405,JOHNSTON,PR14,722,184,7,782,141,1012,450,117,28,845,,5121,4128,345,45,478,125,29,37327,3456,591,1242,1429,194,69
1402,JOHNSTON,PR19,492,194,7,530,176,1011,365,81,28,558,,3150,2064,465,6,570,45,24,20410,2062,427,920,660,55,60
1397,JOHNSTON,PR20,728,449,7,772,413,11,874,,26,901,,4782,2736,1106,9,873,59,33,37686,3256,698,1433,1060,65,101
1400,JOHNSTON,PR21,840,226,7,882,193,11,910,,28,891,,4559,2919,760,4,760,115,29,33016,2991,568,1313,1046,63,92
1399,JOHNSTON,PR22,917,341,7,999,285,1011,863,379,28,1068,,5194,3525,595,29,998,47,44,45757,3325,666,1263,1242,155,51
2279,JOHNSTON,PR23A,940,382,7,1003,341,1012,592,255,28,1118,,3701,2889,296,18,393,106,17,30335,2353,181,934,1078,159,30
2278,JOHNSTON,PR23B,980,456,7,1015,404,12,991,486,28,1162,,5092,3917,407,13,607,148,22,41989,3167,231,1237,1487,211,32
1396,JOHNSTON,PR24,307,562,7,345,523,11,396,,28,391,,3868,1768,852,118,1061,68,43,30816,2596,771,930,771,123,30
1401,JOHNSTON,PR25,410,452,7,440,435,11,509,,28,503,,5331,1828,1448,20,1849,186,30,32757,3238,1027,966,1070,176,42
1395,JOHNSTON,PR26,296,666,7,333,620,1011,198,105,28,403,,4309,2476,1088,108,563,73,47,38628,2883,672,1260,809,142,74
2275,JOHNSTON,PR27A,430,411,7,471,370,11,497,,26,534,,1271,768,318,86,80,19,15,11368,937,197,314,353,73,8
2274,JOHNSTON,PR27B,557,441,7,619,392,1011,398,134,26,728,,4552,2927,949,10,497,170,19,28456,2860,510,1107,1114,129,35
2280,JOHNSTON,PR28,1020,608,7,1137,492,1011,584,263,26,1321,,8066,5225,1397,62,1233,148,70,74249,5353,983,1945,2041,385,58
